average flux in [cosZ = 0.50 --  0.60, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
1.0000E-01 9.6120E+03 9.7593E+03 4.6453E+03 4.5704E+03
1.1220E-01 8.5364E+03 8.6469E+03 4.1451E+03 4.0385E+03
1.2589E-01 7.5329E+03 7.6175E+03 3.6642E+03 3.5303E+03
1.4125E-01 6.6066E+03 6.6612E+03 3.2124E+03 3.0619E+03
1.5849E-01 5.7441E+03 5.7683E+03 2.7942E+03 2.6313E+03
1.7783E-01 4.9381E+03 4.9434E+03 2.4114E+03 2.2430E+03
1.9953E-01 4.1989E+03 4.1882E+03 2.0655E+03 1.8999E+03
2.2387E-01 3.5251E+03 3.5119E+03 1.7488E+03 1.5923E+03
2.5119E-01 2.9307E+03 2.9133E+03 1.4674E+03 1.3199E+03
2.8184E-01 2.4156E+03 2.3957E+03 1.2192E+03 1.0819E+03
3.1623E-01 1.9686E+03 1.9524E+03 1.0033E+03 8.7860E+02
3.5481E-01 1.5924E+03 1.5739E+03 8.1775E+02 7.0872E+02
3.9811E-01 1.2795E+03 1.2591E+03 6.5960E+02 5.6617E+02
4.4668E-01 1.0177E+03 9.9815E+02 5.2694E+02 4.4781E+02
5.0119E-01 8.0181E+02 7.8501E+02 4.1762E+02 3.5147E+02
5.6234E-01 6.2595E+02 6.1068E+02 3.2754E+02 2.7223E+02
6.3096E-01 4.8466E+02 4.7018E+02 2.5437E+02 2.0931E+02
7.0795E-01 3.7253E+02 3.6068E+02 1.9550E+02 1.6022E+02
7.9433E-01 2.8492E+02 2.7511E+02 1.4923E+02 1.2089E+02
8.9125E-01 2.1598E+02 2.0819E+02 1.1344E+02 9.0674E+01
1.0000E+00 1.6339E+02 1.5659E+02 8.5000E+01 6.7590E+01
1.1220E+00 1.2310E+02 1.1722E+02 6.3191E+01 5.0098E+01
1.2589E+00 9.2401E+01 8.7374E+01 4.6830E+01 3.6881E+01
1.4125E+00 6.9017E+01 6.4786E+01 3.4487E+01 2.6933E+01
1.5849E+00 5.1317E+01 4.7775E+01 2.5166E+01 1.9545E+01
1.7783E+00 3.7972E+01 3.4977E+01 1.8189E+01 1.4142E+01
1.9953E+00 2.8006E+01 2.5499E+01 1.3127E+01 1.0168E+01
2.2387E+00 2.0589E+01 1.8540E+01 9.4420E+00 7.2271E+00
2.5119E+00 1.5069E+01 1.3464E+01 6.7063E+00 5.1198E+00
2.8184E+00 1.0970E+01 9.7349E+00 4.7186E+00 3.6321E+00
3.1623E+00 7.9657E+00 6.9955E+00 3.3178E+00 2.5286E+00
3.5481E+00 5.7723E+00 5.0157E+00 2.3228E+00 1.7625E+00
3.9811E+00 4.1702E+00 3.5931E+00 1.6178E+00 1.2219E+00
4.4668E+00 3.0081E+00 2.5754E+00 1.1172E+00 8.4243E-01
5.0119E+00 2.1635E+00 1.8336E+00 7.6965E-01 5.7917E-01
5.6234E+00 1.5545E+00 1.3093E+00 5.2954E-01 3.9862E-01
6.3096E+00 1.1199E+00 9.3276E-01 3.6142E-01 2.7264E-01
7.0795E+00 8.0575E-01 6.6253E-01 2.4640E-01 1.8564E-01
7.9433E+00 5.7715E-01 4.7191E-01 1.6769E-01 1.2629E-01
8.9125E+00 4.1219E-01 3.3461E-01 1.1386E-01 8.5372E-02
1.0000E+01 2.9263E-01 2.3553E-01 7.6438E-02 5.7429E-02
1.1220E+01 2.0927E-01 1.6697E-01 5.1172E-02 3.8570E-02
1.2589E+01 1.4911E-01 1.1840E-01 3.4371E-02 2.5928E-02
1.4125E+01 1.0638E-01 8.3833E-02 2.3062E-02 1.7407E-02
1.5849E+01 7.5989E-02 5.9288E-02 1.5445E-02 1.1645E-02
1.7783E+01 5.3938E-02 4.1983E-02 1.0304E-02 7.8284E-03
1.9953E+01 3.8379E-02 2.9696E-02 6.8370E-03 5.2164E-03
2.2387E+01 2.7371E-02 2.1053E-02 4.5433E-03 3.5033E-03
2.5119E+01 1.9510E-02 1.4947E-02 3.0598E-03 2.3484E-03
2.8184E+01 1.3855E-02 1.0525E-02 2.0449E-03 1.5541E-03
3.1623E+01 9.8452E-03 7.4064E-03 1.3354E-03 1.0402E-03
3.5481E+01 6.9907E-03 5.2319E-03 8.8809E-04 6.9479E-04
3.9811E+01 4.9556E-03 3.6861E-03 5.9109E-04 4.6411E-04
4.4668E+01 3.5075E-03 2.5957E-03 3.9425E-04 3.0935E-04
5.0119E+01 2.4849E-03 1.8276E-03 2.6212E-04 2.0670E-04
5.6234E+01 1.7581E-03 1.2857E-03 1.7408E-04 1.3851E-04
6.3096E+01 1.2401E-03 9.0398E-04 1.1586E-04 9.2304E-05
7.0795E+01 8.7543E-04 6.3374E-04 7.6998E-05 6.1376E-05
7.9433E+01 6.1720E-04 4.4392E-04 5.1391E-05 4.1040E-05
8.9125E+01 4.3434E-04 3.1061E-04 3.4259E-05 2.7511E-05
1.0000E+02 3.0581E-04 2.1658E-04 2.2835E-05 1.8522E-05
1.1220E+02 2.1465E-04 1.5106E-04 1.5313E-05 1.2410E-05
1.2589E+02 1.5064E-04 1.0535E-04 1.0289E-05 8.3219E-06
1.4125E+02 1.0564E-04 7.3344E-05 6.8626E-06 5.5984E-06
1.5849E+02 7.3996E-05 5.1045E-05 4.6146E-06 3.7627E-06
1.7783E+02 5.1824E-05 3.5447E-05 3.1349E-06 2.5291E-06
1.9953E+02 3.6290E-05 2.4612E-05 2.0983E-06 1.6946E-06
2.2387E+02 2.5342E-05 1.7104E-05 1.4058E-06 1.1412E-06
2.5119E+02 1.7672E-05 1.1847E-05 9.5052E-07 7.7228E-07
2.8184E+02 1.2342E-05 8.2041E-06 6.4555E-07 5.1984E-07
3.1623E+02 8.6368E-06 5.6942E-06 4.3415E-07 3.4820E-07
3.5481E+02 5.9979E-06 3.9329E-06 2.9334E-07 2.3692E-07
3.9811E+02 4.1712E-06 2.7159E-06 1.9738E-07 1.5931E-07
4.4668E+02 2.9016E-06 1.8752E-06 1.3291E-07 1.0702E-07
5.0119E+02 2.0173E-06 1.2948E-06 9.0059E-08 7.1676E-08
5.6234E+02 1.4050E-06 8.9392E-07 6.0716E-08 4.8393E-08
6.3096E+02 9.6936E-07 6.1343E-07 4.0932E-08 3.2624E-08
7.0795E+02 6.7011E-07 4.2077E-07 2.7478E-08 2.1796E-08
7.9433E+02 4.6182E-07 2.8806E-07 1.8399E-08 1.4486E-08
8.9125E+02 3.1803E-07 1.9703E-07 1.2339E-08 9.5167E-09
1.0000E+03 2.2044E-07 1.3521E-07 8.3347E-09 6.4392E-09
1.1220E+03 1.5009E-07 9.1425E-08 5.6403E-09 4.2768E-09
1.2589E+03 1.0266E-07 6.2412E-08 3.7479E-09 2.8277E-09
1.4125E+03 7.0114E-08 4.2416E-08 2.4998E-09 1.8926E-09
1.5849E+03 4.7841E-08 2.8611E-08 1.6903E-09 1.2757E-09
1.7783E+03 3.2495E-08 1.9306E-08 1.1188E-09 8.5479E-10
1.9953E+03 2.2035E-08 1.3064E-08 7.4182E-10 5.5187E-10
2.2387E+03 1.4883E-08 8.7840E-09 4.9637E-10 3.5886E-10
2.5119E+03 1.0052E-08 5.9012E-09 3.3212E-10 2.4258E-10
2.8184E+03 6.7549E-09 3.9532E-09 2.2179E-10 1.6010E-10
3.1623E+03 4.6506E-09 2.6993E-09 1.4426E-10 1.0658E-10
3.5481E+03 3.0311E-09 1.7531E-09 9.4079E-11 6.9510E-11
3.9811E+03 2.0284E-09 1.1637E-09 6.2171E-11 4.4752E-11
4.4668E+03 1.3541E-09 7.7178E-10 4.1471E-11 2.9499E-11
5.0119E+03 9.0080E-10 5.1413E-10 2.7090E-11 1.9430E-11
5.6234E+03 5.9809E-10 3.3959E-10 1.7754E-11 1.2838E-11
6.3096E+03 3.9577E-10 2.2498E-10 1.1727E-11 8.6277E-12
7.0795E+03 2.6252E-10 1.4777E-10 7.5940E-12 5.6380E-12
7.9433E+03 1.7399E-10 9.6814E-11 5.0230E-12 3.6996E-12
8.9125E+03 1.1516E-10 6.3662E-11 3.3566E-12 2.3565E-12
1.0000E+04 7.6031E-11 4.1861E-11 2.2216E-12 1.5202E-12
